Column1,Unnamed: 0,Name,City,CuisineStyle,Ranking,Rating,PriceRange,NumberofReviews,Reviews,URL_TA,ID_TA,lat,lng
13798,1,La Gondola Due,Berlin,Italian',2,4.5,$$ - $$$,282,"[['Great food!', 'Very good'], ['12/17/2017', '12/04/2017']]",/Restaurant_Review-g187323-d3805087-Reviews-La_Gondola_Due-Berlin.html,d3805087,52.43754,13.23364
13798,1,La Gondola Due,Berlin, 'Mediterranean',2,4.5,$$ - $$$,282,"[['Great food!', 'Very good'], ['12/17/2017', '12/04/2017']]",/Restaurant_Review-g187323-d3805087-Reviews-La_Gondola_Due-Berlin.html,d3805087,52.43754,13.23364
13798,1,La Gondola Due,Berlin, 'European',2,4.5,$$ - $$$,282,"[['Great food!', 'Very good'], ['12/17/2017', '12/04/2017']]",/Restaurant_Review-g187323-d3805087-Reviews-La_Gondola_Due-Berlin.html,d3805087,52.43754,13.23364
13798,1,La Gondola Due,Berlin, 'Vegetarian Friendly',2,4.5,$$ - $$$,282,"[['Great food!', 'Very good'], ['12/17/2017', '12/04/2017']]",/Restaurant_Review-g187323-d3805087-Reviews-La_Gondola_Due-Berlin.html,d3805087,52.43754,13.23364
13798,1,La Gondola Due,Berlin, 'Vegan Options',2,4.5,$$ - $$$,282,"[['Great food!', 'Very good'], ['12/17/2017', '12/04/2017']]",/Restaurant_Review-g187323-d3805087-Reviews-La_Gondola_Due-Berlin.html,d3805087,52.43754,13.23364
13798,1,La Gondola Due,Berlin, 'Gluten Free Options',2,4.5,$$ - $$$,282,"[['Great food!', 'Very good'], ['12/17/2017', '12/04/2017']]",/Restaurant_Review-g187323-d3805087-Reviews-La_Gondola_Due-Berlin.html,d3805087,52.43754,13.23364
13799,2,Ristorante A Mano,Berlin,Italian',3,4.5,$$ - $$$,1501,"[['Sensational!', 'Delicious food and lovely service'], ['01/08/2018', '01/07/2018']]",/Restaurant_Review-g187323-d3546513-Reviews-Ristorante_A_Mano-Berlin.html,d3546513,52.51922,13.42748
13799,2,Ristorante A Mano,Berlin, 'Mediterranean',3,4.5,$$ - $$$,1501,"[['Sensational!', 'Delicious food and lovely service'], ['01/08/2018', '01/07/2018']]",/Restaurant_Review-g187323-d3546513-Reviews-Ristorante_A_Mano-Berlin.html,d3546513,52.51922,13.42748
13799,2,Ristorante A Mano,Berlin, 'European',3,4.5,$$ - $$$,1501,"[['Sensational!', 'Delicious food and lovely service'], ['01/08/2018', '01/07/2018']]",/Restaurant_Review-g187323-d3546513-Reviews-Ristorante_A_Mano-Berlin.html,d3546513,52.51922,13.42748
13799,2,Ristorante A Mano,Berlin, 'Vegetarian Friendly',3,4.5,$$ - $$$,1501,"[['Sensational!', 'Delicious food and lovely service'], ['01/08/2018', '01/07/2018']]",/Restaurant_Review-g187323-d3546513-Reviews-Ristorante_A_Mano-Berlin.html,d3546513,52.51922,13.42748
13799,2,Ristorante A Mano,Berlin, 'Vegan Options',3,4.5,$$ - $$$,1501,"[['Sensational!', 'Delicious food and lovely service'], ['01/08/2018', '01/07/2018']]",/Restaurant_Review-g187323-d3546513-Reviews-Ristorante_A_Mano-Berlin.html,d3546513,52.51922,13.42748
13800,3,Restaurant Bieberbau,Berlin,German',4,4.5,$$$$,621,"[['Excellent restaurant', 'Perfect Birthday treat'], ['12/27/2017', '12/18/2017']]",/Restaurant_Review-g187323-d1344159-Reviews-Restaurant_Bieberbau-Berlin.html,d1344159,52.4797,13.33371
13800,3,Restaurant Bieberbau,Berlin, 'Central European',4,4.5,$$$$,621,"[['Excellent restaurant', 'Perfect Birthday treat'], ['12/27/2017', '12/18/2017']]",/Restaurant_Review-g187323-d1344159-Reviews-Restaurant_Bieberbau-Berlin.html,d1344159,52.4797,13.33371
13800,3,Restaurant Bieberbau,Berlin, 'Vegetarian Friendly',4,4.5,$$$$,621,"[['Excellent restaurant', 'Perfect Birthday treat'], ['12/27/2017', '12/18/2017']]",/Restaurant_Review-g187323-d1344159-Reviews-Restaurant_Bieberbau-Berlin.html,d1344159,52.4797,13.33371
13800,3,Restaurant Bieberbau,Berlin, 'Vegan Options',4,4.5,$$$$,621,"[['Excellent restaurant', 'Perfect Birthday treat'], ['12/27/2017', '12/18/2017']]",/Restaurant_Review-g187323-d1344159-Reviews-Restaurant_Bieberbau-Berlin.html,d1344159,52.4797,13.33371
13800,3,Restaurant Bieberbau,Berlin, 'Gluten Free Options',4,4.5,$$$$,621,"[['Excellent restaurant', 'Perfect Birthday treat'], ['12/27/2017', '12/18/2017']]",/Restaurant_Review-g187323-d1344159-Reviews-Restaurant_Bieberbau-Berlin.html,d1344159,52.4797,13.33371
13801,4,El Loco,Berlin,Mexican',5,5,$$ - $$$,171,"[['Join the Loco family ðŸ˜‰', 'Best sweet potato fries!'], ['11/07/2017', '10/30/2017']]",/Restaurant_Review-g187323-d6499724-Reviews-El_Loco-Berlin.html,d6499724,-22.45177,-68.93671
13801,4,El Loco,Berlin, 'Central American',5,5,$$ - $$$,171,"[['Join the Loco family ðŸ˜‰', 'Best sweet potato fries!'], ['11/07/2017', '10/30/2017']]",/Restaurant_Review-g187323-d6499724-Reviews-El_Loco-Berlin.html,d6499724,-22.45177,-68.93671
13801,4,El Loco,Berlin, 'Vegetarian Friendly',5,5,$$ - $$$,171,"[['Join the Loco family ðŸ˜‰', 'Best sweet potato fries!'], ['11/07/2017', '10/30/2017']]",/Restaurant_Review-g187323-d6499724-Reviews-El_Loco-Berlin.html,d6499724,-22.45177,-68.93671
13801,4,El Loco,Berlin, 'Vegan Options',5,5,$$ - $$$,171,"[['Join the Loco family ðŸ˜‰', 'Best sweet potato fries!'], ['11/07/2017', '10/30/2017']]",/Restaurant_Review-g187323-d6499724-Reviews-El_Loco-Berlin.html,d6499724,-22.45177,-68.93671
13802,5,Flamingo Fresh Food Bar,Berlin,Cafe',6,4.5,$,636,"[['Recommend', 'Awesome service and a great, cheap meal!!!'], ['12/29/2017', '12/17/2017']]",/Restaurant_Review-g187323-d1953128-Reviews-Flamingo_Fresh_Food_Bar-Berlin.html,d1953128,52.51943,13.38534
13802,5,Flamingo Fresh Food Bar,Berlin, 'International',6,4.5,$,636,"[['Recommend', 'Awesome service and a great, cheap meal!!!'], ['12/29/2017', '12/17/2017']]",/Restaurant_Review-g187323-d1953128-Reviews-Flamingo_Fresh_Food_Bar-Berlin.html,d1953128,52.51943,13.38534
13802,5,Flamingo Fresh Food Bar,Berlin, 'European',6,4.5,$,636,"[['Recommend', 'Awesome service and a great, cheap meal!!!'], ['12/29/2017', '12/17/2017']]",/Restaurant_Review-g187323-d1953128-Reviews-Flamingo_Fresh_Food_Bar-Berlin.html,d1953128,52.51943,13.38534
13802,5,Flamingo Fresh Food Bar,Berlin, 'Healthy',6,4.5,$,636,"[['Recommend', 'Awesome service and a great, cheap meal!!!'], ['12/29/2017', '12/17/2017']]",/Restaurant_Review-g187323-d1953128-Reviews-Flamingo_Fresh_Food_Bar-Berlin.html,d1953128,52.51943,13.38534
13802,5,Flamingo Fresh Food Bar,Berlin, 'Soups',6,4.5,$,636,"[['Recommend', 'Awesome service and a great, cheap meal!!!'], ['12/29/2017', '12/17/2017']]",/Restaurant_Review-g187323-d1953128-Reviews-Flamingo_Fresh_Food_Bar-Berlin.html,d1953128,52.51943,13.38534
13802,5,Flamingo Fresh Food Bar,Berlin, 'Vegetarian Friendly',6,4.5,$,636,"[['Recommend', 'Awesome service and a great, cheap meal!!!'], ['12/29/2017', '12/17/2017']]",/Restaurant_Review-g187323-d1953128-Reviews-Flamingo_Fresh_Food_Bar-Berlin.html,d1953128,52.51943,13.38534
13802,5,Flamingo Fresh Food Bar,Berlin, 'Vegan Options',6,4.5,$,636,"[['Recommend', 'Awesome service and a great, cheap meal!!!'], ['12/29/2017', '12/17/2017']]",/Restaurant_Review-g187323-d1953128-Reviews-Flamingo_Fresh_Food_Bar-Berlin.html,d1953128,52.51943,13.38534
13802,5,Flamingo Fresh Food Bar,Berlin, 'Gluten Free Options',6,4.5,$,636,"[['Recommend', 'Awesome service and a great, cheap meal!!!'], ['12/29/2017', '12/17/2017']]",/Restaurant_Review-g187323-d1953128-Reviews-Flamingo_Fresh_Food_Bar-Berlin.html,d1953128,52.51943,13.38534
13803,6,Mabuhay - Indonesian Restaurant,Berlin,Asian',7,4.5,$,527,"[['Decent food for low price', 'Best indonesian restaurant in berlin'], ['12/26/2017', '12/11/2017']]",/Restaurant_Review-g187323-d3422489-Reviews-Mabuhay_Indonesian_Restaurant-Berlin.html,d3422489,52.50439,13.37568
13803,6,Mabuhay - Indonesian Restaurant,Berlin, 'Indonesian',7,4.5,$,527,"[['Decent food for low price', 'Best indonesian restaurant in berlin'], ['12/26/2017', '12/11/2017']]",/Restaurant_Review-g187323-d3422489-Reviews-Mabuhay_Indonesian_Restaurant-Berlin.html,d3422489,52.50439,13.37568
13803,6,Mabuhay - Indonesian Restaurant,Berlin, 'Vegetarian Friendly',7,4.5,$,527,"[['Decent food for low price', 'Best indonesian restaurant in berlin'], ['12/26/2017', '12/11/2017']]",/Restaurant_Review-g187323-d3422489-Reviews-Mabuhay_Indonesian_Restaurant-Berlin.html,d3422489,52.50439,13.37568
13803,6,Mabuhay - Indonesian Restaurant,Berlin, 'Vegan Options',7,4.5,$,527,"[['Decent food for low price', 'Best indonesian restaurant in berlin'], ['12/26/2017', '12/11/2017']]",/Restaurant_Review-g187323-d3422489-Reviews-Mabuhay_Indonesian_Restaurant-Berlin.html,d3422489,52.50439,13.37568
13803,6,Mabuhay - Indonesian Restaurant,Berlin, 'Gluten Free Options',7,4.5,$,527,"[['Decent food for low price', 'Best indonesian restaurant in berlin'], ['12/26/2017', '12/11/2017']]",/Restaurant_Review-g187323-d3422489-Reviews-Mabuhay_Indonesian_Restaurant-Berlin.html,d3422489,52.50439,13.37568
13804,7,Trattoria Portofino,Berlin,Italian',8,4.5,$,344,"[['Best part of Berlin', 'Solid Italian food in wonderful atmosphere'], ['12/13/2017', '12/08/2017']]",/Restaurant_Review-g187323-d8685515-Reviews-Trattoria_Portofino-Berlin.html,d8685515,52.51229,13.44827
13804,7,Trattoria Portofino,Berlin, 'Pizza',8,4.5,$,344,"[['Best part of Berlin', 'Solid Italian food in wonderful atmosphere'], ['12/13/2017', '12/08/2017']]",/Restaurant_Review-g187323-d8685515-Reviews-Trattoria_Portofino-Berlin.html,d8685515,52.51229,13.44827
13804,7,Trattoria Portofino,Berlin, 'Mediterranean',8,4.5,$,344,"[['Best part of Berlin', 'Solid Italian food in wonderful atmosphere'], ['12/13/2017', '12/08/2017']]",/Restaurant_Review-g187323-d8685515-Reviews-Trattoria_Portofino-Berlin.html,d8685515,52.51229,13.44827
13804,7,Trattoria Portofino,Berlin, 'European',8,4.5,$,344,"[['Best part of Berlin', 'Solid Italian food in wonderful atmosphere'], ['12/13/2017', '12/08/2017']]",/Restaurant_Review-g187323-d8685515-Reviews-Trattoria_Portofino-Berlin.html,d8685515,52.51229,13.44827
13804,7,Trattoria Portofino,Berlin, 'Vegetarian Friendly',8,4.5,$,344,"[['Best part of Berlin', 'Solid Italian food in wonderful atmosphere'], ['12/13/2017', '12/08/2017']]",/Restaurant_Review-g187323-d8685515-Reviews-Trattoria_Portofino-Berlin.html,d8685515,52.51229,13.44827
13804,7,Trattoria Portofino,Berlin, 'Vegan Options',8,4.5,$,344,"[['Best part of Berlin', 'Solid Italian food in wonderful atmosphere'], ['12/13/2017', '12/08/2017']]",/Restaurant_Review-g187323-d8685515-Reviews-Trattoria_Portofino-Berlin.html,d8685515,52.51229,13.44827
13805,8,Haveli,Berlin,Indian',9,4.5,$$ - $$$,984,"[['Excellent and the most authentic Indian fo...', 'Authentic Indian taste'], ['01/01/2018', '12/31/2017']]",/Restaurant_Review-g187323-d1875899-Reviews-Haveli-Berlin.html,d1875899,52.49591,13.33767
13805,8,Haveli,Berlin, 'Asian',9,4.5,$$ - $$$,984,"[['Excellent and the most authentic Indian fo...', 'Authentic Indian taste'], ['01/01/2018', '12/31/2017']]",/Restaurant_Review-g187323-d1875899-Reviews-Haveli-Berlin.html,d1875899,52.49591,13.33767
13805,8,Haveli,Berlin, 'Vegetarian Friendly',9,4.5,$$ - $$$,984,"[['Excellent and the most authentic Indian fo...', 'Authentic Indian taste'], ['01/01/2018', '12/31/2017']]",/Restaurant_Review-g187323-d1875899-Reviews-Haveli-Berlin.html,d1875899,52.49591,13.33767
13805,8,Haveli,Berlin, 'Vegan Options',9,4.5,$$ - $$$,984,"[['Excellent and the most authentic Indian fo...', 'Authentic Indian taste'], ['01/01/2018', '12/31/2017']]",/Restaurant_Review-g187323-d1875899-Reviews-Haveli-Berlin.html,d1875899,52.49591,13.33767
13805,8,Haveli,Berlin, 'Gluten Free Options',9,4.5,$$ - $$$,984,"[['Excellent and the most authentic Indian fo...', 'Authentic Indian taste'], ['01/01/2018', '12/31/2017']]",/Restaurant_Review-g187323-d1875899-Reviews-Haveli-Berlin.html,d1875899,52.49591,13.33767
13806,9,Burgermeister,Berlin,American',10,4.5,$,3703,"[['Awesome burgers', 'Burger!'], ['01/09/2018', '01/07/2018']]",/Restaurant_Review-g187323-d947082-Reviews-Burgermeister-Berlin.html,d947082,52.49929,13.41847
13806,9,Burgermeister,Berlin, 'Fast Food',10,4.5,$,3703,"[['Awesome burgers', 'Burger!'], ['01/09/2018', '01/07/2018']]",/Restaurant_Review-g187323-d947082-Reviews-Burgermeister-Berlin.html,d947082,52.49929,13.41847
13807,10,Patta Finest Baked Potatoes,Berlin,Fusion',11,4.5,$,332,"[['Unique twist with potatoes', 'Super tasty baked potatoes!'], ['01/06/2018', '01/01/2018']]",/Restaurant_Review-g187323-d7607553-Reviews-Patta_Finest_Baked_Potatoes-Berlin.html,d7607553,52.51072,13.45739
13807,10,Patta Finest Baked Potatoes,Berlin, 'Vegetarian Friendly',11,4.5,$,332,"[['Unique twist with potatoes', 'Super tasty baked potatoes!'], ['01/06/2018', '01/01/2018']]",/Restaurant_Review-g187323-d7607553-Reviews-Patta_Finest_Baked_Potatoes-Berlin.html,d7607553,52.51072,13.45739
13807,10,Patta Finest Baked Potatoes,Berlin, 'Vegan Options',11,4.5,$,332,"[['Unique twist with potatoes', 'Super tasty baked potatoes!'], ['01/06/2018', '01/01/2018']]",/Restaurant_Review-g187323-d7607553-Reviews-Patta_Finest_Baked_Potatoes-Berlin.html,d7607553,52.51072,13.45739
13807,10,Patta Finest Baked Potatoes,Berlin, 'Gluten Free Options',11,4.5,$,332,"[['Unique twist with potatoes', 'Super tasty baked potatoes!'], ['01/06/2018', '01/01/2018']]",/Restaurant_Review-g187323-d7607553-Reviews-Patta_Finest_Baked_Potatoes-Berlin.html,d7607553,52.51072,13.45739
13808,11,Ristorante Peperoncino,Berlin,Italian',12,4.5,$$ - $$$,542,"[['best', 'Excellent, Italian cuisine in super-cozy f...'], ['01/06/2018', '12/29/2017']]",/Restaurant_Review-g187323-d1342567-Reviews-Ristorante_Peperoncino-Berlin.html,d1342567,52.49165,13.41391
13808,11,Ristorante Peperoncino,Berlin, 'Vegetarian Friendly',12,4.5,$$ - $$$,542,"[['best', 'Excellent, Italian cuisine in super-cozy f...'], ['01/06/2018', '12/29/2017']]",/Restaurant_Review-g187323-d1342567-Reviews-Ristorante_Peperoncino-Berlin.html,d1342567,52.49165,13.41391
13808,11,Ristorante Peperoncino,Berlin, 'Vegan Options',12,4.5,$$ - $$$,542,"[['best', 'Excellent, Italian cuisine in super-cozy f...'], ['01/06/2018', '12/29/2017']]",/Restaurant_Review-g187323-d1342567-Reviews-Ristorante_Peperoncino-Berlin.html,d1342567,52.49165,13.41391
13809,12,PHO - Noodlebar,Berlin,Asian',13,4.5,$,126,"[['Tasty Food', 'Fresh food, great taste!'], ['01/09/2018', '01/07/2018']]",/Restaurant_Review-g187323-d12220100-Reviews-PHO_Noodlebar-Berlin.html,d12220100,52.50646,13.3329
13809,12,PHO - Noodlebar,Berlin, 'Vietnamese',13,4.5,$,126,"[['Tasty Food', 'Fresh food, great taste!'], ['01/09/2018', '01/07/2018']]",/Restaurant_Review-g187323-d12220100-Reviews-PHO_Noodlebar-Berlin.html,d12220100,52.50646,13.3329
13809,12,PHO - Noodlebar,Berlin, 'Vegetarian Friendly',13,4.5,$,126,"[['Tasty Food', 'Fresh food, great taste!'], ['01/09/2018', '01/07/2018']]",/Restaurant_Review-g187323-d12220100-Reviews-PHO_Noodlebar-Berlin.html,d12220100,52.50646,13.3329
13809,12,PHO - Noodlebar,Berlin, 'Vegan Options',13,4.5,$,126,"[['Tasty Food', 'Fresh food, great taste!'], ['01/09/2018', '01/07/2018']]",/Restaurant_Review-g187323-d12220100-Reviews-PHO_Noodlebar-Berlin.html,d12220100,52.50646,13.3329
13809,12,PHO - Noodlebar,Berlin, 'Gluten Free Options',13,4.5,$,126,"[['Tasty Food', 'Fresh food, great taste!'], ['01/09/2018', '01/07/2018']]",/Restaurant_Review-g187323-d12220100-Reviews-PHO_Noodlebar-Berlin.html,d12220100,52.50646,13.3329
13810,13,Yarok Fine Syrian Food from Damascus,Berlin,Mediterranean',14,4.5,$,454,"[['Good middle eastern food at fair prices', 'Fresh and delicious'], ['01/07/2018', '01/03/2018']]",/Restaurant_Review-g187323-d4583605-Reviews-Yarok_Fine_Syrian_Food_from_Damascus-Berlin.html,d4583605,52.52816,13.3921
13810,13,Yarok Fine Syrian Food from Damascus,Berlin, 'Middle Eastern',14,4.5,$,454,"[['Good middle eastern food at fair prices', 'Fresh and delicious'], ['01/07/2018', '01/03/2018']]",/Restaurant_Review-g187323-d4583605-Reviews-Yarok_Fine_Syrian_Food_from_Damascus-Berlin.html,d4583605,52.52816,13.3921
13810,13,Yarok Fine Syrian Food from Damascus,Berlin, 'Vegetarian Friendly',14,4.5,$,454,"[['Good middle eastern food at fair prices', 'Fresh and delicious'], ['01/07/2018', '01/03/2018']]",/Restaurant_Review-g187323-d4583605-Reviews-Yarok_Fine_Syrian_Food_from_Damascus-Berlin.html,d4583605,52.52816,13.3921
13810,13,Yarok Fine Syrian Food from Damascus,Berlin, 'Vegan Options',14,4.5,$,454,"[['Good middle eastern food at fair prices', 'Fresh and delicious'], ['01/07/2018', '01/03/2018']]",/Restaurant_Review-g187323-d4583605-Reviews-Yarok_Fine_Syrian_Food_from_Damascus-Berlin.html,d4583605,52.52816,13.3921
13810,13,Yarok Fine Syrian Food from Damascus,Berlin, 'Halal',14,4.5,$,454,"[['Good middle eastern food at fair prices', 'Fresh and delicious'], ['01/07/2018', '01/03/2018']]",/Restaurant_Review-g187323-d4583605-Reviews-Yarok_Fine_Syrian_Food_from_Damascus-Berlin.html,d4583605,52.52816,13.3921
13810,13,Yarok Fine Syrian Food from Damascus,Berlin, 'Gluten Free Options',14,4.5,$,454,"[['Good middle eastern food at fair prices', 'Fresh and delicious'], ['01/07/2018', '01/03/2018']]",/Restaurant_Review-g187323-d4583605-Reviews-Yarok_Fine_Syrian_Food_from_Damascus-Berlin.html,d4583605,52.52816,13.3921
13811,14,Hackethals,Berlin,German',15,4.5,$$ - $$$,893,"[['Authentic brilliance', 'Traditional German restaurant'], ['01/09/2018', '01/08/2018']]",/Restaurant_Review-g187323-d944596-Reviews-Hackethals-Berlin.html,d944596,52.53648,13.3798
13811,14,Hackethals,Berlin, 'Bar',15,4.5,$$ - $$$,893,"[['Authentic brilliance', 'Traditional German restaurant'], ['01/09/2018', '01/08/2018']]",/Restaurant_Review-g187323-d944596-Reviews-Hackethals-Berlin.html,d944596,52.53648,13.3798
13811,14,Hackethals,Berlin, 'European',15,4.5,$$ - $$$,893,"[['Authentic brilliance', 'Traditional German restaurant'], ['01/09/2018', '01/08/2018']]",/Restaurant_Review-g187323-d944596-Reviews-Hackethals-Berlin.html,d944596,52.53648,13.3798
13811,14,Hackethals,Berlin, 'Pub',15,4.5,$$ - $$$,893,"[['Authentic brilliance', 'Traditional German restaurant'], ['01/09/2018', '01/08/2018']]",/Restaurant_Review-g187323-d944596-Reviews-Hackethals-Berlin.html,d944596,52.53648,13.3798
13811,14,Hackethals,Berlin, 'Central European',15,4.5,$$ - $$$,893,"[['Authentic brilliance', 'Traditional German restaurant'], ['01/09/2018', '01/08/2018']]",/Restaurant_Review-g187323-d944596-Reviews-Hackethals-Berlin.html,d944596,52.53648,13.3798
13811,14,Hackethals,Berlin, 'Gastropub',15,4.5,$$ - $$$,893,"[['Authentic brilliance', 'Traditional German restaurant'], ['01/09/2018', '01/08/2018']]",/Restaurant_Review-g187323-d944596-Reviews-Hackethals-Berlin.html,d944596,52.53648,13.3798
20875,0,Roxor BRGR & Beer,Bratislava,American',1,5,$,236,"[['Outstanding burger and fries', ""One of the best burger I've ever eat""], ['02/26/2018', '02/25/2018']]",/Restaurant_Review-g274924-d8681780-Reviews-Roxor_BRGR_Beer-Bratislava_Bratislava_Region.html,d8681780,48.12011,17.10313
20875,0,Roxor BRGR & Beer,Bratislava, 'Bar',1,5,$,236,"[['Outstanding burger and fries', ""One of the best burger I've ever eat""], ['02/26/2018', '02/25/2018']]",/Restaurant_Review-g274924-d8681780-Reviews-Roxor_BRGR_Beer-Bratislava_Bratislava_Region.html,d8681780,48.12011,17.10313
20875,0,Roxor BRGR & Beer,Bratislava, 'Fast Food',1,5,$,236,"[['Outstanding burger and fries', ""One of the best burger I've ever eat""], ['02/26/2018', '02/25/2018']]",/Restaurant_Review-g274924-d8681780-Reviews-Roxor_BRGR_Beer-Bratislava_Bratislava_Region.html,d8681780,48.12011,17.10313
